BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
-0.7319893664465484,-0.2494344808010427,-0.42489973524060887,-0.3569340222066545,-0.34907881901383864,-0.4667855542850507,-0.8064903456392757,-0.6786608078479126,-0.7073131650492338,-0.6753488578824288,-0.47606981743568183,-0.511333250061439,-0.960379687461313,-0.5289787906610074,-0.30548156909994734,-0.5255509710834134
0.7869608532656137,0.1343246710512249,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,2.6056045083204533,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,0.5739627222804161,0.11007385158785597,-0.5917958767710622,0.6886005615351706,0.8186421271164628,0.0877346297784582,0.23422689681747888
0.44713513198032895,0.5180838229034925,-0.10766823027327536,0.10888851276800077,-0.4545762302747729,-0.4667855542850507,1.2698432294420245,2.673451079746117,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,0.8260155822848776,-0.3838047379522192,-0.09986967519130382,-0.5255509710834134
0.049099139468783776,-1.0169527845055775,0.23205784678891342,0.5461894563646924,-0.4545762302747729,-0.368653254376206,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.25891333024358737,-0.3295339001797974,-0.5515645634162506,0.8260155822848776,-0.5986882602099773,,-0.5255509710834134
-0.3587752952564144,0.5180838229034925,-0.4620630524343564,-0.3472942786061598,-0.4545762302747729,-0.4667855542850507,-1.0141254472683066,-0.3993192679190393,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.5515645634162506,-0.9054136791614302,-0.36436780341352376,-0.2611022582948668,-0.5255509710834134
0.11787839226261694,0.5180838229034925,0.15449229357294558,-0.3569340222066545,1.0198219718843307,-0.4667855542850507,0.43931029772976177,-0.6786608078479126,0.5507840260387574,-0.6753488578824288,-0.47606981743568183,-0.2699453699325697,-0.7405156542617819,-0.11505953571863932,0.6504377478731678,-0.5255509710834134
-0.45027721825524597,0.5180838229034925,2.849408493899849,3.5005479508455557,0.30666389513195613,-0.4667855542850507,1.2698432294420245,2.673451079746117,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,1.9830081779368776,2.4749958312813614,1.5963132599542043,-0.2807984015325501,2.8934528534744284
0.12452002215607232,0.5180838229034925,-0.2653876634568662,-0.3569340222066545,0.027792436308241134,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.6031006335120749,-0.364115525790407,-0.14002076281875037,-0.5255509710834134
-0.26402625090706583,0.5180838229034925,-0.066329890543404,0.04160310243654781,-0.2334076532078247,-0.4667855542850507,-0.39122512558378775,-0.3993192679190393,-0.2879465959551093,-0.6753488578824288,-0.47606981743568183,-0.39063930999700436,0.6886005615351706,-0.3609328667760588,-0.23278715911414383,-0.5255509710834134
-0.6785040237975312,-1.400711936357845,0.13030337376724185,0.4152094401929707,-0.4545762302747729,-0.4667855542850507,-0.8064903456392757,-0.11997437587827844,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.4711019367066275,1.7879207275328264,-0.1963359235272189,-0.32200872500322336,-0.5255509710834134
-0.13036795248653577,0.5180838229034925,-0.03888801035361284,-0.3569340222066545,0.562931925379429,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.9054136791614302,-0.2244783558175378,0.5515685684201497,-0.5255509710834134
-0.4485793651125056,-0.2494344808010427,0.22886573314582329,0.5420805156549816,-0.4545762302747729,-0.4667855542850507,-0.5988577356115318,0.1593671640505948,-0.9169951914991049,-0.6753488578824288,-0.47606981743568183,-0.3504079966421928,-0.685549645961899,-0.35494300635995996,-0.2987205273307815,-0.5255509710834134
-0.022843207246887008,0.5180838229034925,1.0366343029964713,1.149414486684899,0.33915355910309086,-0.4667855542850507,1.2698432294420245,0.1593671640505948,1.3895171642270063,-0.6753488578824288,-0.47606981743568183,0.4542182704540384,-0.4107196044624851,-0.388572793285019,-0.15765209685071854,0.329199985056047
-0.3088193736595986,0.5180838229034925,0.531110217753663,-0.10391485205266997,1.445228671443752,-0.4667855542850507,0.6469429077575057,-0.11997437587827844,0.9701505951328819,-0.6753488578824288,-0.47606981743568183,0.4542182704540384,0.8260155822848776,-0.026685675912915485,-0.2584269119116926,-0.2406351253715348
0.5805173711636286,0.5180838229034925,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,-0.30140469376933215,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,-0.25891333024358737,-0.3295339001797974,-0.5917958767710622,-0.4107196044624851,-0.3203893854037965,0.053010088434012344,-0.5255509710834134
2.556788000503186,0.5180838229034925,0.28480729071505134,-0.3569340222066545,1.3277107480192292,0.630706100201474,0.024042586072987013,-0.6786608078479126,0.3411019995888863,0.15752719464157475,0.11007385158785597,-0.149251429868135,0.9634306030345845,0.08991510712567563,0.5251001496334375,-0.5255509710834134
0.24387226120525093,-0.009585538562736817,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,0.8609267399803904,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,0.5739627222804161,-0.036462065668028475,-0.5917958767710622,-0.4107196044624851,-0.4632865921394441,-0.2055494700512739,-0.5255509710834134
-0.7318986877752868,-1.7844753095650046,-0.2266329699601118,-0.3569340222066545,0.11935622721395771,-0.4667855542850507,-0.18359002395475696,-0.6786608078479126,-0.07826456950523818,-0.6753488578824288,-0.47606981743568183,-0.2699453699325697,-0.5481346252121921,-0.5107437769402153,-0.33343178920929784,0.329199985056047
0.2039945325967603,0.5180838229034925,-0.23348992961865592,-0.256921682351522,-0.08041429002176324,-0.4667855542850507,0.43931029772976177,-0.3993192679190393,0.5507840260387574,-0.6753488578824288,-0.47606981743568183,-0.22971405657775815,2.3375808105316542,-0.004251086548911198,-0.050412123450142836,-0.5255509710834134
0.967368609838738,0.5180838229034925,-0.28296769108655334,-0.3569340222066545,-0.013743022464931743,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.1358895629630712,-0.23460669274500864,4.8903163809992884,-0.5255509710834134
0.2172607241921099,0.5180838229034925,-0.3868564805616693,-0.3569340222066545,-0.25919590929383085,-0.4667855542850507,0.43931029772976177,-0.6786608078479126,0.7604685686830108,-0.6753488578824288,-0.47606981743568183,-0.2699453699325697,-0.685549645961899,-0.5216325952197616,5.350521084556351,-0.5255509710834134
2.3085521769589814,0.5180838229034925,2.507234505642152,3.2037703695850754,0.04295354226618048,-0.3575708937154979,1.2698432294420245,2.3941095398172436,1.5991991906768774,0.9903982499192575,0.40314568609962487,3.1094849518716012,1.8566282379076797,0.11911118129475531,0.3353561636851468,-0.5255509710834134
-0.688057010284325,-1.0169527845055775,-0.0876683745593102,-0.3569340222066545,0.44768097986984234,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,0.09213645026073436,-0.7405156542617819,0.21641012452245384,-0.32789864341829683,-0.5255509710834134
1.0741134834332526,-0.2494344808010427,1.5188962111041509,1.7243830185761553,0.4232307936750912,3.3359030435083272,1.2698432294420245,-0.3993192679190393,1.3895171642270063,0.9903982499192575,1.428897106890816,-0.0687888031585119,1.2382606445339985,2.6757036834195573,0.23657117224392002,-0.5255509710834134
1.8276486495499364,0.5180838229034925,-0.469551882095565,-0.3569340222066545,-0.4545762302747729,-0.08579744471963124,-1.2217580572960505,-0.6786608078479126,-0.9169951914991049,1.1418298051739564,0.11007385158785597,-0.5917958767710622,0.41377052003575665,-0.10722889521093756,0.3341875985043365,-0.5255509710834134
-0.6700695217747398,0.5180838229034925,-0.2825183613068808,-0.3569340222066545,-0.01268141329501035,-0.4667855542850507,1.2698432294420245,-0.6786608078479126,1.5991991906768774,-0.6753488578824288,-0.47606981743568183,-0.10902011651332345,-0.4107196044624851,-0.5243140186166387,-0.29557740129575044,-0.5255509710834134
