BALANCE,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
-0.7446248618727664,-0.3700467860998607,-0.3591602806576289,-0.3548259320394979,-0.4686554935539433,-0.8207688144130898,-0.6862795811244475,-0.7171789406002519,-0.6819525062785269,-0.4794368797233467,-0.517622922095979,-0.962575453184472,-0.5439419090780269,-0.3055076302039479,-0.5377269377286679
0.764152113831966,0.0676789307551992,-0.3591602806576289,-0.4588390418297843,2.568556472852136,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,0.5570221855555382,0.09925795843184,-0.597054161138596,0.6772040614926657,0.7968522601539718,0.087688725647426,0.2123800085898932
0.4266023920743623,0.5054046476102594,0.0999094729836859,-0.4588390418297843,-0.4686554935539433,1.2560766214841017,2.6466512030859226,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,0.8138523543824271,-0.3995032759075495,-0.099906112170918,-0.5377269377286679
-0.373910410330433,0.5054046476102594,-0.3496602792888988,-0.4588390418297843,-0.4686554935539433,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.5573385416172876,-0.9079161360285672,-0.3801648045663602,-0.2611305589298594,-0.5377269377286679
0.0995508656090462,0.5054046476102594,-0.3591602806576289,0.9948150359604994,-0.4686554935539433,0.425338945568329,-0.6862795811244475,0.5388818823008271,-0.6819525062785269,-0.4794368797233467,-0.2793292049681282,-0.7439381845608536,-0.1321194772365355,0.6503634478286028,-0.5377269377286679
-0.464799494687329,0.5054046476102594,3.44240182955939,0.2916907749148421,-0.4686554935539433,1.2560766214841017,2.6466512030859226,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,1.9447454882251465,2.4536318690595644,1.5705838835904264,-0.280825708233153,2.837757696189493
0.1061480128587413,0.5054046476102594,-0.3591602806576289,0.0167429129975,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,-0.607289891671092,-0.3799138049257041,-0.1400551736378976,-0.5377269377286679
-0.2797959523784051,0.5054046476102594,0.03359946342995,-0.240782207887884,-0.4686554935539433,-0.4054012225629635,-0.4085364600838447,-0.2984911622593436,-0.6819525062785269,-0.4794368797233467,-0.3984760635320536,0.6772040614926657,-0.3767472685557215,-0.2328168886253629,-0.5377269377286679
-0.6914977399439072,-1.6832239366650403,0.4017898289776507,-0.4588390418297843,-0.4686554935539433,-0.8207688144130898,-0.1307900061124577,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.4779073025746706,1.7703904046107573,-0.2129841368989176,-0.3220339520907153,-0.5377269377286679
-0.1470328370032468,0.5054046476102594,-0.3591602806576289,0.5443532284033219,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,-0.9079161360285672,-0.2409840058717861,0.5514992576507114,-0.5377269377286679
-0.463113012999746,-0.3700467860998607,0.5268217219918496,-0.4588390418297843,-0.4686554935539433,-0.6130850184880268,0.146953114928145,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.3587604440107452,-0.6892788674049489,-0.3707877514433988,-0.2987469296199495,-0.5377269377286679
-0.0402282440476978,0.5054046476102594,1.125351495726122,0.3237233238209072,-0.4686554935539433,1.2560766214841017,0.146953114928145,1.376257438982644,-0.6819525062785269,-0.4794368797233467,0.4355519464154243,-0.415982281625426,-0.4042471773300184,-0.1576856179327726,0.3061442207508723
-0.3242890709822156,0.5054046476102594,-0.109808994731886,1.4142364532060474,-0.4686554935539433,0.6330227414933921,-0.1307900061124577,0.9575696606417352,-0.6819525062785269,-0.4794368797233467,0.4355519464154243,0.8138523543824271,-0.0441932997952865,-0.2584553475537647,-0.2564376767303657
0.5590912971326462,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.3051682024425705,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,-0.2689625943000943,-0.33476317018455,-0.597054161138596,-0.415982281625426,-0.3364091714638865,0.0529659366214618,-0.5377269377286679
2.5221257564673705,0.5054046476102594,-0.3591602806576289,1.2983719544910188,0.6162701565474312,0.0099688615026827,-0.6862795811244475,0.3295392491911958,0.1440322735771056,0.09925795843184,-0.1601823464042028,0.9505006472721884,0.071816809549012,0.5250321745504511,-0.5377269377286679
0.2247008844007277,-0.0964688149389106,-0.3591602806576289,-0.4588390418297843,0.8438548276999005,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,0.5570221855555382,-0.0454157511069566,-0.597054161138596,-0.415982281625426,-0.4785824926577132,-0.2055805740689398,-0.5377269377286679
-0.7445347905263777,-2.120954468507801,-0.3591602806576289,0.1070184422494467,-0.4686554935539433,-0.1977149344223804,-0.6862795811244475,-0.0891485291497123,-0.6819525062785269,-0.4794368797233467,-0.2793292049681282,-0.5526305745151875,-0.5257992698905719,-0.3334564398501112,0.3061442207508723
0.1850902388462644,0.5054046476102594,-0.2605977664570543,-0.0899413930085745,-0.4686554935539433,0.425338945568329,-0.4085364600838447,0.5388818823008271,-0.6819525062785269,-0.4794368797233467,-0.2396135854468197,2.316983576169803,-0.0218723590829828,-0.0504510562260618,-0.5377269377286679
0.9433515805581728,0.5054046476102594,-0.3591602806576289,-0.0242081604167887,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,-0.1426856958459031,-0.2510610348917619,4.890028122255751,-0.5377269377286679
0.198267579469148,0.5054046476102594,-0.3591602806576289,-0.2662076347255096,-0.4686554935539433,0.425338945568329,-0.6862795811244475,0.7482270275321041,-0.6819525062785269,-0.4794368797233467,-0.2793292049681282,-0.6892788674049489,-0.5366329278328371,5.350209602317955,-0.5377269377286679
2.275552504593737,0.5054046476102594,3.149926474920468,0.0316907089642173,-0.360691313476,1.2560766214841017,2.36890808204532,1.5856000720922747,0.9700120975339708,0.3886053775094334,3.056782834821784,1.838714551055638,0.1008649828846763,0.3352977637291591,-0.5377269377286679
-0.7009867448325757,-1.2454982198099804,-0.3591602806576289,0.4307238122361976,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,0.078111370723648,-0.7439381845608536,0.1976710312556735,-0.3279235732804693,-0.5377269377286679
1.049381525097392,-0.3700467860998607,1.6919850148648834,0.4066176292439205,3.290493272843096,1.2560766214841017,-0.4085364600838447,1.376257438982644,0.9700120975339708,1.4013213442810102,-0.0807511073615858,1.2237972330517115,2.6445063546767527,0.2365177573146455,-0.5377269377286679
1.7978698522764989,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.0920296023579464,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,1.1201906978805616,0.09925795843184,-0.597054161138596,0.4039074757131426,-0.1243285050161027,0.334129257518123,-0.5377269377286679
-0.6831197284143824,0.5054046476102594,-0.3591602806576289,-0.0231614876138676,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,-0.415982281625426,-0.5393007677337674,-0.2956039621977503,-0.5377269377286679
0.0070354088498579,0.5054046476102594,-0.2985977719319747,-0.4588390418297843,-0.353237405217673,-0.8207688144130898,-0.1307900061124577,-0.9265215737098832,0.5570221855555382,0.2439316679706367,-0.517622922095979,-0.7712678431388058,-0.3073571842564589,0.0450501435050872,-0.5377269377286679
-0.7041590577478327,0.5054046476102594,-0.3591602806576289,-0.2044975507199518,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.1204667268828943,-0.962575453184472,-0.5418895494445921,-0.2948691528467971,-0.5377269377286679
2.6493782057943216,0.5054046476102594,-0.2377087006592702,-0.2598621808578003,0.5854659726569824,0.425338945568329,-0.1307900061124577,0.1201966160815646,3.4479614812021007,1.8353424728974004,-0.2793292049681282,1.6337421117209958,-0.0629045691504651,0.3306933139919177,-0.5377269377286679
-0.7536144628074054,0.5054046476102594,-0.3591602806576289,-0.3498106248588342,-0.4686554935539433,-0.1977149344223804,-0.6862795811244475,0.1201966160815646,-0.6819525062785269,-0.4794368797233467,-0.3984760635320536,0.6498744029147133,-0.5580447837335785,-0.2970038329740926,-0.5377269377286679
5.027557433012218,0.5054046476102594,0.2424273060172036,1.7487792478397104,1.0320893634932613,1.2560766214841017,-0.1307900061124577,1.5856000720922747,1.7959968773896031,0.9673002156646202,1.9447454882251465,2.316983576169803,0.8406002232396712,1.0233014796681972,-0.5377269377286679
-0.2094784295654674,0.5054046476102594,-0.1216602464393768,0.574434168645607,-0.385775742921616,1.2560766214841017,-0.4085364600838447,1.5856000720922747,0.1440322735771056,-0.1900894606457533,1.1901487173202852,0.4039074757131426,-0.3912783602099717,-0.2560481079504758,-0.5377269377286679
2.448924215381821,0.5054046476102594,-0.1662211903595764,-0.4588390418297843,0.0920920959745172,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,0.1440322735771056,-0.0454157511069566,-0.4779073025746706,1.6337421117209958,-0.022119295680295,0.6923033043133978,-0.5377269377286679
-0.7041754570895055,0.5054046476102594,0.0189338363169729,-0.4588390418297843,-0.4686554935539433,1.0483928255590385,2.36890808204532,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.1601823464042028,-0.9079161360285672,-0.4677649631622457,-0.2815692537781766,0.4749184524467803
0.9143032530390764,-0.8077725029549209,-0.3591602806576289,0.1378516785688314,-0.4686554935539433,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,-0.0410354878402774,1.7703904046107573,2.388998596275623,7.164915578246356,-0.5377269377286679
0.0263074227833943,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.4218621559282236,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,-0.2689625943000943,-0.33476317018455,-0.597054161138596,-0.7439381845608536,-0.492492921619279,-0.0968356202585649,-0.5377269377286679
2.780239153587849,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,3.714263785094296,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,2.9223388579384166,1.1119739252034169,-0.597054161138596,1.2237972330517115,-0.0509054095939799,0.473160070911028,-0.5377269377286679
1.1674131911626808,0.5054046476102594,0.6158782973228387,0.3462049834003171,0.3316238223306432,0.6330227414933921,0.9801858109807376,0.9575696606417352,0.9700120975339708,0.5332790870482301,1.0312862392350512,0.1306108899336197,-0.0572523029363801,0.2852926967996816,-0.5377269377286679
2.2277760482334945,0.5054046476102594,-0.2380352632063203,-0.4588390418297843,0.9105228115279552,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,0.9700120975339708,1.2566476347422135,-0.517622922095979,1.2237972330517115,-0.1881216006994311,0.4995318744468534,-0.5377269377286679
-0.0904925746483522,-2.120954468507801,0.2127635517433439,-0.4588390418297843,2.4416257683774965,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,0.9700120975339708,0.3886053775094334,-0.3587604440107452,0.8138523543824271,6.284828083832544,-0.0608473252791888,0.5874334817491744
-0.4475301708976956,-0.8077725029549209,-0.3591602806576289,-0.4588390418297843,1.008274475350483,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,0.5570221855555382,-0.0454157511069566,-0.597054161138596,-0.7439381845608536,0.4408033359910849,-0.2448846740994667,0.0248549597525702
-0.3895750997695879,0.0676789307551992,0.1077054116069,0.3482874261644622,0.562968045002403,0.2176526574277458,0.7024426899401348,-0.0891485291497123,0.5570221855555382,1.1119739252034169,0.4752675659367327,-0.415982281625426,-0.1794614258987633,-0.2112443452947108,-0.1626734645693874
1.1947247332400797,0.5054046476102594,-0.2381421382217186,-0.4588390418297843,-0.4686554935539433,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.5573385416172876,-0.0060374029561416,-0.3148851113665084,0.3949369635154092,-0.5377269377286679
-0.1147641410192559,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,0.2297663788653668,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,-0.2689625943000943,-0.33476317018455,-0.597054161138596,-0.8259271602947104,-0.48328421775189,-0.2288586129198936,-0.5377269377286679
1.7727556162994935,0.5054046476102594,-0.0802164904682918,0.6921085390823536,-0.4686554935539433,1.2560766214841017,0.4246962359687477,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,0.1972582292875734,1.08714894016195,-0.1217114150079422,0.1915378629376456,-0.5377269377286679
-0.5377259110939201,-1.902089202586421,-0.3591602806576289,-0.3391912570458636,0.009184793830066,-0.301558078492672,-0.6862795811244475,-0.2984911622593436,-0.0624651603614943,-0.33476317018455,-0.4779073025746706,-0.7712678431388058,-0.5528052271100786,-0.302266224429397,-0.5377269377286679
-0.6544454575473602,0.5054046476102594,0.4738295268569021,0.6180019240671987,-0.4686554935539433,1.2560766214841017,1.5356753859927272,1.5856000720922747,-0.6819525062785269,-0.4794368797233467,2.858204737215241,-0.3339933058915691,0.2610202767435024,-0.290270909407032,2.5564684351911917
-0.3519125107473009,0.5054046476102594,-0.0578321122432216,-0.4588390418297843,-0.1409858873621708,-0.8207688144130898,-0.1307900061124577,-0.9265215737098832,-0.2689625943000943,-0.1900894606457533,-0.4779073025746706,-0.1426856958459031,-0.4112574008191726,-0.2435715582909713,-0.2564376767303657
1.5892085296660188,0.5054046476102594,0.0244438371108364,-0.1804349790944632,3.552702147917541,0.3214958014980374,0.5635694629544412,-0.2984911622593436,3.654458915140701,4.873490373212132,-0.2396135854468197,2.04368699039028,2.1751198540883334,0.0624301166563956,-0.5377269377286679
-0.2492716769504001,0.5054046476102594,0.9599980344025196,0.5072726637915017,-0.4686554935539433,0.425338945568329,1.2579289320213405,0.3295392491911958,-0.6819525062785269,-0.4794368797233467,0.1178269902449564,-0.5526305745151875,-0.132198328871993,0.1931107998007794,-0.5377269377286679
-0.0169623681161534,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.3171664249422003,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,0.5570221855555382,-0.0454157511069566,-0.597054161138596,-0.2793339887356645,-0.375528317403539,-0.1192124308675908,-0.5377269377286679
-0.542389822494566,-0.0295934507681476,0.8160017636559934,-0.4588390418297843,0.4653153603383741,0.425338945568329,1.5356753859927272,-0.9265215737098832,-0.1312976383410281,-0.33476317018455,-0.1601823464042028,-0.415982281625426,0.455580039680894,-0.3084850411424418,0.1373699890549643
0.374671668550172,0.5054046476102594,2.484362316528093,0.0083804334158281,-0.4686554935539433,1.0483928255590385,2.36890808204532,0.3295392491911958,-0.6819525062785269,-0.4794368797233467,1.07100185875636,0.8138523543824271,1.3383955923126325,0.1885029809426653,-0.2564376767303657
1.13098089064077,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.3627903346147687,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,0.2191190958010173,-0.0454157511069566,-0.597054161138596,-0.1426856958459031,-0.3504003261748799,0.3101914981814243,-0.5377269377286679
1.8576817508438308,0.5054046476102594,-0.3591602806576289,-0.2091639669663085,-0.011117614982945,-0.1977149344223804,-0.6862795811244475,-0.0891485291497123,0.9700120975339708,0.09925795843184,-0.3587604440107452,0.4039074757131426,0.1120684148892048,0.4344582009203487,-0.5377269377286679
0.1326154975612813,-0.8077725029549209,-0.2920665209909727,-0.4588390418297843,-0.4686554935539433,-0.8207688144130898,-0.1307900061124577,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.517622922095979,0.5405557686029041,0.5929281642168809,-0.1332807470371225,-0.5377269377286679
-0.0216808763822417,0.5054046476102594,-0.3198540249945082,-0.4588390418297843,-0.4686554935539433,-1.028455102553673,-0.4085364600838447,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.5573385416172876,-0.7985975017167581,-0.4971039836577143,-0.0114183687457313,-0.5377269377286679
-0.3777908928617335,0.0676789307551992,-0.3591602806576289,-0.4588390418297843,1.331942532938316,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,2.021267255858873,0.5332790870482301,-0.597054161138596,-0.1016912079789746,0.8893433936117761,-0.2624565627953798,-0.2308650051438018
0.1539821599306621,0.5054046476102594,-0.3591602806576289,1.5992249682806587,0.2883909008185227,1.2560766214841017,-0.6862795811244475,1.5856000720922747,-0.2689625943000943,0.09925795843184,1.8255986296612208,-0.7302733552718774,0.6542276163667113,1.012756062630968,-0.2564376767303657
0.074845544668271,0.5054046476102594,-0.1660668153373345,-0.3638534849646925,-0.4686554935539433,0.2176526574277458,0.4246962359687477,-0.5078337953689748,-0.6819525062785269,-0.4794368797233467,-0.1601823464042028,-0.7439381845608536,-0.346099824033271,0.0141629112318718,-0.5377269377286679
-0.3776646779656921,-0.0964688149389106,-0.3591602806576289,-0.4588390418297843,-0.0404235521129784,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,-0.0624651603614943,-0.33476317018455,-0.597054161138596,-0.8259271602947104,-0.5630945479108184,-0.2886882833181385,-0.5377269377286679
-0.0118923687570353,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,-0.2881519608054318,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,1.3830069654111707,0.3886053775094334,-0.597054161138596,-0.5526305745151875,-0.4277007406932084,-0.2155685767387119,-0.5377269377286679
1.1402317982198509,0.5054046476102594,-0.2459915143526318,-0.3793573258579617,-0.4686554935539433,0.425338945568329,-0.4085364600838447,0.5388818823008271,-0.6819525062785269,-0.4794368797233467,-0.2793292049681282,0.4039074757131426,1.7501667827918914,0.0578741973497394,-0.2564376767303657
0.0468684982740825,0.5054046476102594,0.4505307735000916,-0.4588390418297843,-0.4686554935539433,-0.4054012225629635,0.4246962359687477,-0.9265215737098832,-0.6819525062785269,-0.4794368797233467,-0.4381916830533621,-0.7712678431388058,-0.0552170241007077,0.0249537185440326,-0.5377269377286679
1.854713254295614,0.5054046476102594,-0.3591602806576289,-0.0019009463045323,-0.173841498316198,1.0483928255590385,-0.6862795811244475,1.1669122937513663,0.9700120975339708,0.09925795843184,-0.1601823464042028,0.4722316221580234,-0.1705581840495068,0.554948930144256,-0.5377269377286679
0.6629589414179886,0.0676789307551992,0.6288932991979989,2.658479650520227,12.398939523329911,0.425338945568329,0.9801858109807376,0.5388818823008271,3.4479614812021007,3.4267532778241643,0.7135612830645836,0.6772040614926657,9.089853615403582,0.1023111174121852,0.9965827251956626
-0.451078239384138,0.5054046476102594,-0.3591602806576289,-0.4588390418297843,0.2263547581705191,-1.236138898478736,-0.6862795811244475,-0.9265215737098832,-0.0624651603614943,-0.0454157511069566,-0.597054161138596,0.6772040614926657,-0.3003875492711808,-0.3048865764183316,0.3061442207508723
0.0991422030245608,0.5054046476102594,-0.0604564876213333,-0.2289853331716272,-0.4686554935539433,0.0099688615026827,-0.3529865027034105,0.0783270846109801,-0.6819525062785269,-0.4794368797233467,-0.2793292049681282,-0.6209547209600682,-0.3077563492236146,-0.1018143214515775,-0.5377269377286679
